fid,profile,record_type,namespace,namespace_for_id,field_id,ui_info_group,ui_path,ui_field_label,xml_path,xml_field_name,data_type,required,repeats,group_repeats,data_source,option_list_values
anthro_5-0-0 ns2:collectionobjects_common inscriptionDescriptionPosition,anthro_5-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.inscriptionDescriptionPosition,Object Description Information,Non-Textual Inscription > Non-textual inscription,Non-textual inscription position,nonTextualInscriptionGroupList > nonTextualInscriptionGroup,inscriptionDescriptionPosition,string,n,n,y,option list: positions,"back, base, bottom, front, inside, left, outside, recto, right, rim, top, verso"
anthro_5-0-0 ns2:collectionobjects_common inscriptionDescriptionType,anthro_5-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.inscriptionDescriptionType,Object Description Information,Non-Textual Inscription > Non-textual inscription,Non-textual inscription type,nonTextualInscriptionGroupList > nonTextualInscriptionGroup,inscriptionDescriptionType,string,n,n,y,option list: inscriptionTypes,"brand, credits, decoration, estate-stamp, graffiti, label, maker's-mark, plaque, signage"
anthro_5-0-0 ns2:collectionobjects_common inscriptionDescriptionMethod,anthro_5-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.inscriptionDescriptionMethod,Object Description Information,Non-Textual Inscription > Non-textual inscription,Non-textual inscription method,nonTextualInscriptionGroupList > nonTextualInscriptionGroup,inscriptionDescriptionMethod,string,n,n,y,"",""
anthro_5-0-0 ns2:collectionobjects_common inscriptionDescriptionInterpretation,anthro_5-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.inscriptionDescriptionInterpretation,Object Description Information,Non-Textual Inscription > Non-textual inscription,Non-textual inscription interpretation,nonTextualInscriptionGroupList > nonTextualInscriptionGroup,inscriptionDescriptionInterpretation,string,n,n,y,"",""
anthro_5-0-0 ns2:collectionobjects_common assocActivity,anthro_5-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocActivity,Object History and Association Information,Associations > Associated activity,Associated activity,assocActivityGroupList > assocActivityGroup,assocActivity,string,n,n,y,"",""
anthro_5-0-0 ns2:collectionobjects_common assocActivityType,anthro_5-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocActivityType,Object History and Association Information,Associations > Associated activity,Associated activity type,assocActivityGroupList > assocActivityGroup,assocActivityType,string,n,n,y,"",""
anthro_5-0-0 ns2:collectionobjects_common assocActivityNote,anthro_5-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocActivityNote,Object History and Association Information,Associations > Associated activity,Associated activity note,assocActivityGroupList > assocActivityGroup,assocActivityNote,string,n,n,y,"",""
anthro_5-0-0 ns2:collectionobjects_common assocObject,anthro_5-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocObject,Object History and Association Information,Associations > Associated object,Associated object,assocObjectGroupList > assocObjectGroup,assocObject,string,n,n,y,"",""
anthro_5-0-0 ns2:collectionobjects_common assocObjectType,anthro_5-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocObjectType,Object History and Association Information,Associations > Associated object,Associated object type,assocObjectGroupList > assocObjectGroup,assocObjectType,string,n,n,y,"",""
anthro_5-0-0 ns2:collectionobjects_common assocObjectNote,anthro_5-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocObjectNote,Object History and Association Information,Associations > Associated object,Associated object note,assocObjectGroupList > assocObjectGroup,assocObjectNote,string,n,n,y,"",""
anthro_5-0-0 ns2:collectionobjects_common assocConcept,anthro_5-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocConcept,Object History and Association Information,Associations > Associated concept,Associated concept,assocConceptGroupList > assocConceptGroup,assocConcept,string,n,n,y,authority: concept/associated,""
anthro_5-0-0 ns2:collectionobjects_common assocConceptType,anthro_5-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocConceptType,Object History and Association Information,Associations > Associated concept,Associated concept type,assocConceptGroupList > assocConceptGroup,assocConceptType,string,n,n,y,"",""
anthro_5-0-0 ns2:collectionobjects_common assocConceptNote,anthro_5-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocConceptNote,Object History and Association Information,Associations > Associated concept,Associated concept note,assocConceptGroupList > assocConceptGroup,assocConceptNote,string,n,n,y,"",""
anthro_5-0-0 ns2:collectionobjects_common assocCulturalContext,anthro_5-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocCulturalContext,Object History and Association Information,Associations > Associated cultural affinity,Associated cultural affinity,assocCulturalContextGroupList > assocCulturalContextGroup,assocCulturalContext,string,n,n,y,"",""
anthro_5-0-0 ns2:collectionobjects_common assocCulturalContextType,anthro_5-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocCulturalContextType,Object History and Association Information,Associations > Associated cultural affinity,Associated cultural affinity type,assocCulturalContextGroupList > assocCulturalContextGroup,assocCulturalContextType,string,n,n,y,"",""
anthro_5-0-0 ns2:collectionobjects_common assocCulturalContextNote,anthro_5-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocCulturalContextNote,Object History and Association Information,Associations > Associated cultural affinity,Associated cultural affinity note,assocCulturalContextGroupList > assocCulturalContextGroup,assocCulturalContextNote,string,n,n,y,"",""
anthro_5-0-0 ns2:collectionobjects_common assocOrganization,anthro_5-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocOrganization,Object History and Association Information,Associations > Associated organization,Associated organization,assocOrganizationGroupList > assocOrganizationGroup,assocOrganization,string,n,n,y,authority: organization/local,""
anthro_5-0-0 ns2:collectionobjects_common assocOrganizationType,anthro_5-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocOrganizationType,Object History and Association Information,Associations > Associated organization,Associated organization type,assocOrganizationGroupList > assocOrganizationGroup,assocOrganizationType,string,n,n,y,"",""
anthro_5-0-0 ns2:collectionobjects_common assocOrganizationNote,anthro_5-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocOrganizationNote,Object History and Association Information,Associations > Associated organization,Associated organization note,assocOrganizationGroupList > assocOrganizationGroup,assocOrganizationNote,string,n,n,y,"",""
anthro_5-0-0 ns2:collectionobjects_common assocPerson,anthro_5-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocPerson,Object History and Association Information,Associations > Associated person,Associated person,assocPersonGroupList > assocPersonGroup,assocPerson,string,n,n,y,authority: person/local,""
anthro_5-0-0 ns2:collectionobjects_common assocPersonType,anthro_5-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocPersonType,Object History and Association Information,Associations > Associated person,Associated person type,assocPersonGroupList > assocPersonGroup,assocPersonType,string,n,n,y,"",""
anthro_5-0-0 ns2:collectionobjects_common assocPersonNote,anthro_5-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocPersonNote,Object History and Association Information,Associations > Associated person,Associated person note,assocPersonGroupList > assocPersonGroup,assocPersonNote,string,n,n,y,"",""
anthro_5-0-0 ns2:collectionobjects_common assocPlace,anthro_5-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocPlace,Object History and Association Information,Associations > Associated place,Associated place,assocPlaceGroupList > assocPlaceGroup,assocPlace,string,n,n,y,"",""
anthro_5-0-0 ns2:collectionobjects_common assocPlaceType,anthro_5-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocPlaceType,Object History and Association Information,Associations > Associated place,Associated place type,assocPlaceGroupList > assocPlaceGroup,assocPlaceType,string,n,n,y,"",""
anthro_5-0-0 ns2:collectionobjects_common assocPlaceNote,anthro_5-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocPlaceNote,Object History and Association Information,Associations > Associated place,Associated place note,assocPlaceGroupList > assocPlaceGroup,assocPlaceNote,string,n,n,y,"",""
anthro_5-0-0 ns2:collectionobjects_common assocEventName,anthro_5-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocEventName,Object History and Association Information,Associations > Associated event,Associated event,"",assocEventName,string,n,n,n/a,"",""
anthro_5-0-0 ns2:collectionobjects_common assocEventNameType,anthro_5-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocEventNameType,Object History and Association Information,Associations > Associated event,Associated event type,"",assocEventNameType,string,n,n,n/a,"",""
anthro_5-0-0 ns2:collectionobjects_common assocEventOrganization,anthro_5-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocEventOrganization,Object History and Association Information,Associations,Associated event organization,assocEventOrganizations,assocEventOrganization,string,n,y,n,authority: organization/local,""
anthro_5-0-0 ns2:collectionobjects_common assocEventPeople,anthro_5-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocEventPeople,Object History and Association Information,Associations,Associated event people,assocEventPeoples,assocEventPeople,string,n,y,n,"",""
anthro_5-0-0 ns2:collectionobjects_common assocEventPerson,anthro_5-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocEventPerson,Object History and Association Information,Associations,Associated event person,assocEventPersons,assocEventPerson,string,n,y,n,authority: person/local,""
anthro_5-0-0 ns2:collectionobjects_common assocEventPlace,anthro_5-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocEventPlace,Object History and Association Information,Associations,Associated event place,assocEventPlaces,assocEventPlace,string,n,y,n,"",""
anthro_5-0-0 ns2:collectionobjects_common assocEventNote,anthro_5-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocEventNote,Object History and Association Information,Associations,Associated event note,"",assocEventNote,string,n,n,n/a,"",""
anthro_5-0-0 ns2:collectionobjects_common assocStructuredDateGroup,anthro_5-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocStructuredDateGroup,Object History and Association Information,Associations > Associated date,Associated date value,assocDateGroupList > assocDateGroup,assocStructuredDateGroup,structured date group,n,n,y,"",""
anthro_5-0-0 ns2:collectionobjects_common assocDateType,anthro_5-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocDateType,Object History and Association Information,Associations > Associated date,Associated date type,assocDateGroupList > assocDateGroup,assocDateType,string,n,n,y,"",""
anthro_5-0-0 ns2:collectionobjects_common assocDateNote,anthro_5-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocDateNote,Object History and Association Information,Associations > Associated date,Associated date note,assocDateGroupList > assocDateGroup,assocDateNote,string,n,n,y,"",""
anthro_5-0-0 ns2:collectionobjects_common objectHistoryNote,anthro_5-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectHistoryNote,Object History and Association Information,"",Object history note,"",objectHistoryNote,string,n,n,n/a,"",""
anthro_5-0-0 ns2:collectionobjects_anthro anthroOwner,anthro_5-0-0,collectionobject,ns2:collectionobjects_anthro,ns2:collectionobjects_anthro,collectionobjects_anthro.anthroOwner,Object History and Association Information,Previous ownership,Previous owner name,anthroOwnershipGroupList > anthroOwnershipGroup,anthroOwner,string,n,n,y,authority: person/local; authority: organization/local,""
anthro_5-0-0 ns2:collectionobjects_anthro anthroOwnershipDateGroup,anthro_5-0-0,collectionobject,ns2:collectionobjects_anthro,ns2:collectionobjects_anthro,collectionobjects_anthro.anthroOwnershipDateGroup,Object History and Association Information,Previous ownership,Previous ownership date,anthroOwnershipGroupList > anthroOwnershipGroup,anthroOwnershipDateGroup,structured date group,n,n,y,"",""
anthro_5-0-0 ns2:collectionobjects_anthro anthroOwnershipCategory,anthro_5-0-0,collectionobject,ns2:collectionobjects_anthro,ns2:collectionobjects_anthro,collectionobjects_anthro.anthroOwnershipCategory,Object History and Association Information,Previous ownership,Previous ownership category,anthroOwnershipGroupList > anthroOwnershipGroup,anthroOwnershipCategory,string,n,n,y,option list: ownershipCategories,"company, private, public"
anthro_5-0-0 ns2:collectionobjects_anthro anthroOwnershipPlace,anthro_5-0-0,collectionobject,ns2:collectionobjects_anthro,ns2:collectionobjects_anthro,collectionobjects_anthro.anthroOwnershipPlace,Object History and Association Information,Previous ownership,Previous ownership place,anthroOwnershipGroupList > anthroOwnershipGroup,anthroOwnershipPlace,string,n,n,y,authority: place/local,""
anthro_5-0-0 ns2:collectionobjects_anthro anthroOwnershipMethod,anthro_5-0-0,collectionobject,ns2:collectionobjects_anthro,ns2:collectionobjects_anthro,collectionobjects_anthro.anthroOwnershipMethod,Object History and Association Information,Previous ownership,Previous ownership exchange method,anthroOwnershipGroupList > anthroOwnershipGroup,anthroOwnershipMethod,string,n,n,y,option list: ownershipExchangeMethods,"bequest, exchange, gift, purchase, transfer, treasure"
anthro_5-0-0 ns2:collectionobjects_anthro anthroOwnershipPriceCurrency,anthro_5-0-0,collectionobject,ns2:collectionobjects_anthro,ns2:collectionobjects_anthro,collectionobjects_anthro.anthroOwnershipPriceCurrency,Object History and Association Information,Previous ownership,Previous ownership exchange price currency,anthroOwnershipGroupList > anthroOwnershipGroup,anthroOwnershipPriceCurrency,string,n,n,y,vocabulary: currency,""
anthro_5-0-0 ns2:collectionobjects_anthro anthroOwnershipPriceAmount,anthro_5-0-0,collectionobject,ns2:collectionobjects_anthro,ns2:collectionobjects_anthro,collectionobjects_anthro.anthroOwnershipPriceAmount,Object History and Association Information,Previous ownership,Previous ownership exchange price amount,anthroOwnershipGroupList > anthroOwnershipGroup,anthroOwnershipPriceAmount,float,n,n,y,"",""
anthro_5-0-0 ns2:collectionobjects_anthro anthroOwnershipNote,anthro_5-0-0,collectionobject,ns2:collectionobjects_anthro,ns2:collectionobjects_anthro,collectionobjects_anthro.anthroOwnershipNote,Object History and Association Information,Previous ownership,Previous ownership note,anthroOwnershipGroupList > anthroOwnershipGroup,anthroOwnershipNote,string,n,n,y,"",""
anthro_5-0-0 ns2:collectionobjects_common ownersPersonalExperience,anthro_5-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.ownersPersonalExperience,Object Owner's Contribution Information,"",Owner's personal experience,"",ownersPersonalExperience,string,n,n,n/a,"",""
anthro_5-0-0 ns2:collectionobjects_common ownersPersonalResponse,anthro_5-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.ownersPersonalResponse,Object Owner's Contribution Information,"",Owner's personal response,"",ownersPersonalResponse,string,n,n,n/a,"",""
anthro_5-0-0 ns2:collectionobjects_common ownersReference,anthro_5-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.ownersReference,Object Owner's Contribution Information,"",Owner's reference,ownersReferences,ownersReference,string,n,y,n,"",""
anthro_5-0-0 ns2:collectionobjects_common ownersContributionNote,anthro_5-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.ownersContributionNote,Object Owner's Contribution Information,"",Owner's contribution note,"",ownersContributionNote,string,n,n,n/a,"",""
anthro_5-0-0 ns2:collectionobjects_common viewersRole,anthro_5-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.viewersRole,Object Viewer's Contribution Information,"",Viewer's role,"",viewersRole,string,n,n,n/a,"",""
anthro_5-0-0 ns2:collectionobjects_common viewersPersonalExperience,anthro_5-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.viewersPersonalExperience,Object Viewer's Contribution Information,"",Viewer's personal experience,"",viewersPersonalExperience,string,n,n,n/a,"",""
anthro_5-0-0 ns2:collectionobjects_common viewersPersonalResponse,anthro_5-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.viewersPersonalResponse,Object Viewer's Contribution Information,"",Viewer's personal response,"",viewersPersonalResponse,string,n,n,n/a,"",""
anthro_5-0-0 ns2:collectionobjects_common viewersReference,anthro_5-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.viewersReference,Object Viewer's Contribution Information,"",Viewer's reference,viewersReferences,viewersReference,string,n,y,n,"",""
anthro_5-0-0 ns2:collectionobjects_common viewersContributionNote,anthro_5-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.viewersContributionNote,Object Viewer's Contribution Information,"",Viewer's contribution note,"",viewersContributionNote,string,n,n,n/a,"",""
anthro_5-0-0 ns2:collectionobjects_common reference,anthro_5-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.reference,Bibliographic Reference Information,Reference > Bibliographic Reference Information,Reference,referenceGroupList > referenceGroup,reference,string,n,n,y,authority: citation/local; authority: citation/worldcat,""
anthro_5-0-0 ns2:collectionobjects_common referenceNote,anthro_5-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.referenceNote,Bibliographic Reference Information,Reference,Reference note,referenceGroupList > referenceGroup,referenceNote,string,n,n,y,"",""
anthro_5-0-0 ns2:collectionobjects_anthro fieldLocVerbatim,anthro_5-0-0,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.fieldLocVerbatim,Locality Information,"",Field collection location verbatim,localityGroupList > localityGroup,fieldLocVerbatim,string,n,n,y,"",""
anthro_5-0-0 ns2:collectionobjects_anthro fieldLocPlace,anthro_5-0-0,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.fieldLocPlace,Locality Information,"",Field collection place,localityGroupList > localityGroup,fieldLocPlace,string,n,n,y,authority: place/local,""
anthro_5-0-0 ns2:collectionobjects_anthro taxonomicRange,anthro_5-0-0,collectionobject,ns2:collectionobjects_anthro,ext.locality,ext.locality.taxonomicRange,Locality Information,"",Geographic range of taxon,localityGroupList > localityGroup,taxonomicRange,string,n,n,y,"",""
